station_name,operator,address,city,district_area,state,pincode,latitude,longitude,num_chargers,connector_types,power_kw,status,pricing,source_url,coord_precision,corridor
Hotel Star palace,Zeon Charging,"14/69 E1, NH - 87",Rameswaram,Rameswaram,Tamil Nadu,623526.0,9.28468,79.29506,1,Type 2 (Tethered Connector),22.0,Operational,On request,https://www.evchargestation.in/ev-station/hotel-star-palace-rameswaram-tamil-nadu,verified (site page),Urban/City
LAVATO - A Premium Lounge,Statiq (IN),"Survey No: 20/5B2B, Pillnayakuppam Post, NH44, Bandarapalli Village",Junjupalli,Ranipet,Tamil Nadu,635115.0,12.57339,78.16922,1,CCS (Type 2),30.0,Operational,18.99/kWh,https://www.evchargestation.in/ev-station/lavato-a-premium-lounge-junjupalli-tamil-nadu,verified (site page),Urban/City
IOCL - Yogi Agency,IOCL,"S No 99/2, Kariyakudal, Nemili, Ranipet Attupakkam, Vellore",Ranipet,Ranipet,Tamil Nadu,,12.9249,79.3308,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Vellore,approximate (town/road-level),NH48 Chennai-Bangalore
IOCL - Sri Mahadhev,IOCL,"S No 116/3A2, Nirmullikuttai, Anuppur, Salem",Anuppur,Salem,Tamil Nadu,,11.75,78.1,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
"Attur - A2B, KFC, Junior Kuppanna",Zeon Charging,"Thulukkanur, Attur, 637103",Attur,Salem,Tamil Nadu,637103.0,11.5957,78.6021,3,CCS2 (DC),60-120 kW,Operational,,https://zeoncharging.com/ev-charging-attur-a2b-kfc-junior-kuppanna-hjrg-rv5-thulukkanur-tamil-nadu-india-637103,approximate (town-level),Salem-Attur-Trichy road
Zeon - Thulukkanur,Zeon Charging,"82/6A2, Thulukkanur, Cuddalore main road, Attur, Salem",Attur,Salem,Tamil Nadu,,11.5957,78.5989,4,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Cuddalore main road (Attur)
HPCL - Sri Vinayaga,HPCL,"P88M HR9, Ayothiyapattinam-Belur-Thumbal Main Rd, Poosaripatti, Salem",Ayothiyapattinam,Salem,Tamil Nadu,,11.72,78.18,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
IOCL - Saf,IOCL,"Sy No 186/4A5, Avadatthur, Mettur, Adaiyur, Salem",Mettur,Salem,Tamil Nadu,,11.7833,77.8,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Mettur Dam Road
IOCL - Vsk,IOCL,"No 713/1, Thuraiyur, Mettur Dam South, Sobanapuram, Salem",Mettur,Salem,Tamil Nadu,,11.7833,77.8,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Mettur Dam Road
HPCL - Meyyanur,HPCL,"5 Roads, Omalur Main Rd, Meyyanur, Salem",Meyyanur,Salem,Tamil Nadu,,11.68,78.13,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Omalur
IOCL - As,IOCL,"No 143/1B1143/3A, Vellalapatti, Omalur, Chettichavadi, Salem",Omalur,Salem,Tamil Nadu,,11.7333,78.05,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Omalur
Near Asai Anandha,Unknown Operator,"SF.No:123/1F1A1, Salem to Bangalore Bypass, Kottagoundampatty, Omalur Tk",Omalur,Salem,Tamil Nadu,,11.7333,78.05,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Bangalore Bypass
Omalur - Aasai Aasai Anandha Bhavan,Zeon Charging,"NH44, Omalur, 636455",Omalur,Salem,Tamil Nadu,636455.0,11.752675,78.0509145,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-omalur-aasai-aasai-anandha-bhavan-national-highway-44-636455,verified (site page),NH44 Salem-Omalur
Omalur - Chola Cascade,Zeon Charging,"Omalur, 636455",Omalur,Salem,Tamil Nadu,636455.0,11.7466125,78.0505156,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-omalur-chola-cascade-p3w2-j6r-omalur-tamil-nadu-india-636455,verified (site page),NH44 Salem-Omalur
Omalur - Sree Akshaya Bhavanam,Zeon Charging,"Bengaluru Bypass, Kottamettupatti, 636455",Omalur,Salem,Tamil Nadu,636455.0,11.7536425,78.0514686,2,CCS2 (DC),up to 120 kW,Operational,,https://zeoncharging.com/ev-charging-omalur-sree-akshaya-bhavanam-kottamettupatti-636455,verified (site page),NH44 Salem-Bangalore Bypass
Sri Nathi Restaurant Pappinayakkanpatti,Unknown Operator,"opp. to Selvam College Road, Salem Main Road, Ponnusamy Nagar",Pappinayakkanpatti,Salem,Tamil Nadu,637003.0,11.27246,78.16423,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/sri-nathi-restaurant-pappinayakkanpatti-tamil-nadu,verified (site page),Urban/City
Ather-Aswins Home Special,Ather Grid,"No14-A Near Rajaganapathi Kovil, Car Street, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Bridgestone Salem (Kondalampatti),Ather Grid,"Shop No 44/2A, Karuttur, Near Car De Style, Kondalampatti, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Hotel Pearls,Ather Grid,"No 12/278 A Raman Road, Opp New Bus Stand, Behind Kalyan Silks, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Hotel Shiv Sai Vihar,Ather Grid,"298, 1st Agraharam, Anna Colony, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Hotel Sri Sai Vihar,Ather Grid,"No-30, Murugan Temple Street, Fairlands, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Milky Mist Parlour,Ather Grid,"9/80a Yercaud Main Road, Kondapanaickenpatty, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Yercaud Main Road
Ather-Salem (Indirani Nagar),Ather Grid,"M4HH+WW3, Indirani Nagar, Narasothipatti, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Ather-Yard,Ather Grid,"M4R9+CW8, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
HPCL - Kalyani,HPCL,"Q3GF M65, Pottipuram, Kattikaranoor, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
HPCL - Karupamutthu,HPCL,"HJQ2 726, Paithur Rd, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
HPCL - VMI,HPCL,"JGJP 24C, Salem Rd, Attavanai Kothambadi",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
IOCL - Sri Chelliamman,IOCL,"TS No 164/1A1/164/1A2, Kondappanaickkenpatti, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
IOCL - Viyan,IOCL,"Sy No 168/3C, Pachanampatti, Chettipatti, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem outskirts
Salem - Chennai Silks (Meyyanur),Zeon Charging,"293 Junction Main Rd, Meyyanur, Salem, 636004",Salem,Salem,Tamil Nadu,636004.0,11.6760375,78.1307656,1,CCS2 (DC),24 kW,Operational,,https://zeoncharging.com/ev-charging-salem-chennai-silks-m4gj-c86-salem-tamil-nadu-india-636004,verified (site page),Salem city
Salem - Dharan Multispeciality Hospital,Zeon Charging,"14 bypass, Selva Nagar, Seelanaickenpatti, Salem, 636201",Salem,Salem,Tamil Nadu,636201.0,11.6245875,78.1450156,4,"CCS2 (DC), Type 2 (AC)",120kW DC / 7.4kW AC,Operational,,https://zeoncharging.com/ev-charging-salem-dharan-multispeciality-hospital-j4fw-r2j-salem-tamil-nadu-india-636201,verified (site page),Salem city bypass
Salem - Grand Estancia,Zeon Charging,"73 Bangalore Bye Pass Road, Narasothipatti, Salem, 636004",Salem,Salem,Tamil Nadu,636004.0,11.6832019,78.1257349,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-salem-grand-estancia-73-bangalore-bye-pass-road-636004,verified (site page),NH44 Salem-Bangalore Bypass
Salem - Radisson Blu Hotel,Zeon Charging,"Salem-Omalur Hwy, Salem, 636302",Salem,Salem,Tamil Nadu,636302.0,11.6922625,78.1147969,2,CCS2 (DC),180 kW,Operational,,https://zeoncharging.com/ev-charging-salem-radisson-blu-hotel-m4r7-ww3-salem-tamil-nadu-india-636302,verified (site page),NH44 Salem-Omalur
Salem - Sri Aaharam's Veg Multi Cuisine Restaurant,Zeon Charging,"Gajallnayakkanpatti, near Prabha's Family Restaurant, Salem, 636201",Salem,Salem,Tamil Nadu,636201.0,11.5824625,78.1477969,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-aahram-hotel-rasipuram-salem-namakkal-rd-opposite-bus-stop-poinmankaradu-gajjalnaickenpatti-salem-tamil-nadu-636201-,verified (site page),Rasipuram-Salem-Namakkal Rd
Salem - Zibe GRT Hotel,Zeon Charging,"Salem, 636009",Salem,Salem,Tamil Nadu,636009.0,11.6652625,78.1448281,1,Type 2 (AC),7.4 kW,Operational,,https://zeoncharging.com/ev-charging-salem-zibe-grt-hotel-m48v-4w4-salem-tamil-nadu-india-636009,verified (site page),Salem city
Tata Motors - True Sai,Tata Power,"No 73, Salem Omalur Highway, Narasothipatti, Salem",Salem,Salem,Tamil Nadu,,11.6643,78.146,1,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Omalur
Tata Power - K M B Fuels & Oils,Tata Power,"IndianOil Dealer No.449, Narashimman Street, Shevapet, Salem",Salem,Salem,Tamil Nadu,,11.6667,78.1333,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Salem city
Tata Power - PPS Motors (Mamangam),Tata Power,"NH44 Mamangam, 151/A-1, Salem to Bangalore Bypass, near Hotel Radisson",Salem,Salem,Tamil Nadu,,11.68,78.1,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Bangalore Bypass
Tata Power - True Sai (Grand Estancia),Tata Power,"No 73, Salem Omalur Highway, next to Hotel Grand Estancia, Narasothipatti",Salem,Salem,Tamil Nadu,,11.6643,78.146,4,"CHAdeMO, CCS (Type 2)",,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44 Salem-Omalur
Zeon Charging - Sankagiri,Zeon Charging,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam",Sankagiri,Salem,Tamil Nadu,,11.4772,77.8681,2,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH544/NH47 Salem-Kochi
Zeon Charging - Sree Saravana Bhavan (Sankari),Zeon Charging,"Sree Saravana Bhavan, Near Salem Toll Gate, Vaikundam, Sankari",Sankari,Salem,Tamil Nadu,,11.4772,77.8681,4,CCS (Type 2),,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),NH44/NH544 Salem Toll
Attur/Vazhapadi - Muthumalai Murugan Kovil,Zeon Charging,"Puthiragoundampalayam, 636119",Vazhapadi,Salem,Tamil Nadu,636119.0,11.6513375,78.4845156,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-attur-vazhapadi-muthumalai-murugan-kovil-mf4p-g5-puthiragoundampalayam-tamil-nadu-636119-india-636119,verified (site page),Attur-Salem road
GRT Hotel - Great Trails Yercaud,GRT Hotels,"20th Hairpin Bend Main Road, Yercaud, Salem",Yercaud,Salem,Tamil Nadu,,11.7753,78.2094,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Salem,approximate (town/road-level),Yercaud hill road
Shambala Yercaud,Zeon Charging,"33/2B, Athiyur, Yercaud, 636602",Yercaud,Salem,Tamil Nadu,636602.0,11.8021875,78.2191875,1,Type 2 (AC),11 kW,Operational,,https://zeoncharging.com/ev-charging-shambala-yercaud-r629-vm-athiyur-tamil-nadu-india-636602,verified (site page),Yercaud hill road
Zeon Charging Sathy,Zeon Charging,"Rangasamuthiram 199, near Jayasakthi Cinemas",Sathyamangalam,Sathyamangalam,Tamil Nadu,638402.0,11.48992391991976,77.24369168562515,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/zeon-charging-sathy-sathyamangalam-tamil-nadu,verified (site page),Urban/City
Starbucks & KFC Shoolagiri,Statiq (IN),"Survey No 192/4 No 2 149/3 NH - 44 next to IOCL Bunk, Addakurukkl",Shoolagiri,Shoolagiri,Tamil Nadu,635117.0,12.6807,77.95265,1,CCS (Type 2),60.0,Operational,14.99/kWh,https://www.evchargestation.in/ev-station/starbucks-kfc-shoolagiri-shoolagiri-tamil-nadu,verified (site page),Urban/City
IOCL Singanallur,Tata Power,"SF No 128, Trichy Road",Coimbatore,Singanallur,Tamil Nadu,641005.0,11.0028,77.03874,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/iocl-singanallur-coimbatore-tamil-nadu,verified (site page),Urban/City
Ather-Nataraja Theatre,Ather Grid,"Bharathi Nagar, Senjai, Karaikudi, Sivaganga",Karaikudi,Sivaganga,Tamil Nadu,,10.0733,78.7772,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Sivaganga,approximate (town/road-level),Karaikudi city
Ather-The Hotel Malarr,Ather Grid,"113/1, Kovillor Road, Karaikudi, Sivaganga",Karaikudi,Sivaganga,Tamil Nadu,,10.0733,78.7772,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Sivaganga,approximate (town/road-level),Karaikudi city
IOCL - Nma Rahima Enterprises,IOCL,"195, Pottapalayam, Sivaganga",Sivaganga,Sivaganga,Tamil Nadu,,9.8433,78.4809,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Sivaganga,approximate (town/road-level),NH36/NH85 Sivaganga
DSquare Food Hub,Zeon Charging,NH - 44,Sundagiri,Sundagiri,Tamil Nadu,635117.0,12.64608,78.04741,1,CCS (Type 2),24.0,Operational,21.9/kWh,https://www.evchargestation.in/ev-station/dsquare-food-hub-sundagiri-tamil-nadu,verified (site page),Urban/City
Courtallam - Five Falls Resort,Zeon Charging,"35/31 Five Falls Main Road, Opp Vivekananda Ashram, Courtallam, 627802",Courtallam,Tenkasi,Tamil Nadu,627802.0,8.9341375,77.2405156,2,Type 2 (AC),7.4 kW,Operational,,https://zeoncharging.com/ev-charging-courtallam-five-falls-resort-w6mr-m62-courtallam-slopes-r-f-tamil-nadu-india-627802,verified (site page),Tenkasi-Courtallam (Tirunelveli hills)
Kumbakonam - Cholaa Dynasty (A Bergamont Hotel),Zeon Charging,"NH 36, Cholan Nagar, Thiruvalanjuli, Sundaraperumal Koil, Kumbakonam, 614208",Kumbakonam,Thanjavur,Tamil Nadu,614208.0,10.94190985208098,79.3190802621623,2,"Type 2 (AC), CCS2 (DC)",43kW AC / 50kW DC,Operational,,https://zeoncharging.com/ev-charging-kumbakonam-kumbakonnam-cholaa-dynasty-a-bergamont-hotel-national-highway-36-614208,verified (site page),NH36 Kumbakonam
Quality Inn Viha,Relux Electric (India),"Kumbakonam, Tamil Nadu",Kumbakonam,Thanjavur,Tamil Nadu,,10.9601,79.3788,1,Relux FC,30 kW,Operational,,https://www.plugshare.com/location/431443,approximate (town-level),Kumbakonam city
RAS Residency Auto Nagar,Unknown Operator,"Auto Nagar, Kumbakonam, Tamil Nadu",Kumbakonam,Thanjavur,Tamil Nadu,,10.9601,79.3788,1,,,Operational,,https://www.plugshare.com/location/639307,approximate (town-level),Kumbakonam city
Raya's Grand Hotel,Raya's Group of Hotels,"18, Head Post Office Road, Near Holy Mahamaham Tank West Bank, Kumbakonam, 612001",Kumbakonam,Thanjavur,Tamil Nadu,612001.0,10.957702,79.3804613,1,DC fast charger,25 kW,Operational,,https://hotelrayas.com/ev-charging-station/,verified (site page),Kumbakonam city
Jayaraj Karz Vallam Pudur Sethi,Zeon Charging,"Vallam Puthur Sethi, NH 83",Thanjavur,Thanjavur,Tamil Nadu,613403.0,10.728,79.04692,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/jayaraj-karz-vallam-pudur-sethi-thanjavur-tamil-nadu,verified (site page),Urban/City
Hotel Temple City Thathampatti,Zeon Charging,"NH 44, Chellakulam",Thathampatti,Thathampatti,Tamil Nadu,625020.0,10.07991,77.97778,1,CCS (Type 2),50.0,Operational,On request,https://www.evchargestation.in/ev-station/hotel-temple-city-thathampatti-tamil-nadu,verified (site page),Urban/City
IOCL - Sumathi,IOCL,"Ammapatti, Jambliputhur, Thimmarasanayakkanur, Theni",Theni,Theni,Tamil Nadu,,10.0104,77.4768,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Theni,approximate (town/road-level),NH85 Madurai-Theni-Kerala border
Theni - Hotel Theni International,Zeon Charging,"50/1-50/2, Gandhiji Main Rd, near Old Bus Stand, NRT Nagar, Theni, 625531",Theni,Theni,Tamil Nadu,625531.0,10.0106875,77.4781875,1,Type 2 (AC),7.4 kW,Operational,,https://zeoncharging.com/ev-charging-theni-hotel-theni-international-2f6h-77-theni-tamil-nadu-india-625531,verified (site page),Theni town
Theni - Hotel Western Gatz,Zeon Charging,"NRT Main Rd, Bathra Kaliyamman, Konduraja Line, Theni, 625531",Theni,Theni,Tamil Nadu,625531.0,10.0150375,77.4804531,1,Type 2 (AC),7.4 kW,Operational,,https://zeoncharging.com/ev-charging-theni-hotel-western-gatz-2f8j-258-theni-tamil-nadu-india-625531,verified (site page),Theni town
Theni - Zeon X Ananji,Zeon Charging,"Periyakulam Main Road, Vadaveeranaickenpatty, Theni, 625523",Theni,Theni,Tamil Nadu,625523.0,10.0537626,77.5052374,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-theni-zeon-x-ananji-periyakulam-main-road-625523,verified (site page),NH85 Madurai-Theni-Kerala border
Theni - Zeon X Sureka Madurapuri,Zeon Charging,"Sureka Madurapuri, Theni, 625531",Theni,Theni,Tamil Nadu,625531.0,10.056628,77.507604,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-theni-zeon-x-sureka-madurapuri-theni-tamil-nadu-india-625531,verified (site page),Theni town
Regency Tiruttani by GRT Hotels,Zeon Charging,"Mahalakshmi Nagar Opposite GRT College, Chennai Tirupathi Highway",Thiruttani,Thiruttani,Tamil Nadu,631209.0,13.19516,79.64576,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/regency-tiruttani-by-grt-hotels-thiruttani-tamil-nadu,verified (site page),Urban/City
Hotel Himalayaa,Relux Electric (India),Old No: 80 New No: 40 Sannathi Street Opp Karur Vysya Bank,Thiruvanamalai,Thiruvanamalai,Tamil Nadu,606601.0,12.23639376,79.08960088,1,CCS (Type 2),40.0,Operational,Rs.24/-,https://www.evchargestation.in/ev-station/hotel-himalayaa-thiruvanamalai-tamil-nadu,verified (site page),Urban/City
Holiday Inn Chennai OMR,Unknown Operator,"110, Rajiv Gandhi Salai, Thiruvanmiyur",Chennai,Thiruvanmiyur,Tamil Nadu,600096.0,12.98007448484978,80.25315304085922,1,CCS (Type 2),25.0,Operational,Rs. 20.5/kWh,https://www.evchargestation.in/ev-station/holiday-inn-chennai-omr-chennai-tamil-nadu,verified (site page),Urban/City
Etron Energies,Zeon Charging,"Avadi Road, Thiruverkadu",Chennai,Thiruverkadu,Tamil Nadu,600077.0,13.07148,80.11256,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/etron-energies-chennai-tamil-nadu,verified (site page),Urban/City
IOCL - Arul Doss,IOCL,"Kayathar, Athikulam, Thoothukudi",Kayathar,Thoothukudi,Tamil Nadu,,8.8667,77.7,1,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),NH38 Thoothukudi
Ather-Asir Automobiles #2,Ather Grid,"Old No. 49B, 49C & 49D, Church St, Nazareth, Thoothukudi",Nazareth,Thoothukudi,Tamil Nadu,,8.5,77.95,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi district
IOCL - Jayaraj,IOCL,"Pasuvanthanai Village, Ottapidaram Taluk, Thoothukudi",Ottapidaram,Thoothukudi,Tamil Nadu,,8.75,77.8833,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi district
IOCL - M S Kannan,IOCL,"Maniyachi, Ottapaidaram, Thoothukudi",Ottapidaram,Thoothukudi,Tamil Nadu,,8.75,77.8833,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi district
Ather-Black Forest Cakes,Ather Grid,"Q4VF+J28, Sinnamani Nagar, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
Ather-Eagle Traders (Thoothukudi),Ather Grid,"S/99C, Main Road, Philoni Nager, Adaikalapuram Road, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
Ather-K.Chinnadurai&Co,Ather Grid,"158, Palayamkottai Road, South Police Station, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
Ather-Tuticorin,Ather Grid,"7B, 7C, Palayamkottai Main Road, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
Ather-Universal Hotel,Ather Grid,"4/79-c, Handasamypuram, Harbour Road, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
Ather-Velavan Hyper Market,Ather Grid,"32f, Ettayapuram Rd, Jyothi Nagar, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi city
IOCL - Janakiram,IOCL,"No 19/1B, Keela Thiruchendur, Amalinagar, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),NH38 Thoothukudi
IOCL - Samy Chettimallanpatti,IOCL,"DN. 9/255, Chettimallanpatti Village, Thoothukudi",Thoothukudi,Thoothukudi,Tamil Nadu,,8.7642,78.1348,2,AC Type 2,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi district
Regency Tuticorin by GRT Hotels,Zeon Charging,"3/187 Periyanayagapuram Main Road, opp. Collectorate, Korampallem",Thoothukudi,Thoothukudi,Tamil Nadu,628101.0,8.7816,78.10053,1,"Type 2 (Tethered), CCS (Type 2)",30.0,Operational,On request,https://www.evchargestation.in/ev-station/regency-tuticorin-by-grt-hotels-thoothukudi-tamil-nadu,verified (site page),Urban/City
Pearl Garden Resort,Zeon Charging,Thoothukudi - Tiruchendur Road,Veerapandianpattinam,Thoothukudi,Tamil Nadu,628217.0,8.53918,78.11771,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/pearl-garden-resort-veerapandianpattinam-tamil-nadu,verified (site page),Urban/City
Ather-Asir Automobiles #1,Ather Grid,"2/95, Podhigai Nagar, Veerapandiapatinam, Thoothukudi",Veerapandiapatinam,Thoothukudi,Tamil Nadu,,8.6167,78.1167,1,AC Type 1,,Operational,,https://www.zigwheels.com/electric-charging-station/Thoothukudi,approximate (town/road-level),Thoothukudi district
Samayapuram - Gowri Parvathi Bhavan,Zeon Charging,"15, Echampatti, Samayapuram, 621112",Samayapuram,Tiruchirappalli,Tamil Nadu,621112.0,10.9237125,78.7361094,4,CCS2 (DC),60-120 kW,Operational,,https://zeoncharging.com/ev-charging-samayapuram-gowri-parvathi-bhavan-wpfp-fcq-echampatti-tamil-nadu-india-621112,verified (site page),NH36 Trichy-Salem near Samayapuram
Ather-Aswin's Sweets (Bus Stand),Ather Grid,"Bus Stand, 9A, Rocking Road, Kavitha Hotel, Opp Central Bus Stand, Tiruchirappalli",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,,10.8155,78.6866,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/tiruchirappalli,approximate (town/road-level),Trichy city
Ather-Kaveri Tata (Piratiyur),Ather Grid,"27/5, Dindigul Main Road, Dheeran Nagar, Karumandapam, Pirattiyur, Tiruchirappalli",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,,10.7919,78.6571,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/tiruchirappalli,approximate (town/road-level),NH45/NH83 Trichy-Dindigul
Ather-Trichi Kaveri Foods,Ather Grid,"19, Main Road, Annamalai Nagar, Tiruchirappalli",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,,10.8155,78.6866,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/tiruchirappalli,approximate (town/road-level),Trichy city
BPCL - Sannanmangalam,BPCL,"S.No-489/5B, NH38, Chennai-Trichy Highway, Sannanmangalam, Tiruchirappalli",Tiruchirappalli,Tiruchirappalli,Tamil Nadu,,10.9333,78.5667,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/tiruchirappalli,approximate (town/road-level),NH38/NH32 Chennai-Trichy
